snapshot_month,account_id,region,segment,plan_tier,contract_type,seats,active_users,monthly_recurring_revenue_usd,product_usage_hours,support_tickets,outage_minutes,nps_score,churn_risk_score,churned
2025-06-01,ACC_00298,APAC,SMB,enterprise,annual,13,7,1887.82,88.82,1.0,6.92,72.8,0.01,0
2025-01-01,ACC_00299,EMEA,SMB,pro,monthly,5,2,391.96,43.44,0.0,0.37,35.5,0.2323,0
2025-02-01,ACC_00299,EMEA,SMB,pro,monthly,3,3,258.03,37.04,1.0,8.99,50.3,0.3105,0
2025-03-01,ACC_00299,EMEA,SMB,pro,monthly,7,6,581.0,68.37,2.0,17.27,43.3,0.2761,0
2025-04-01,ACC_00299,EMEA,SMB,pro,monthly,5,2,356.37,30.71,0.0,4.54,48.9,0.1973,0
2025-05-01,ACC_00299,EMEA,SMB,pro,monthly,6,3,473.1,26.96,1.0,15.55,54.5,0.2928,1
2025-06-01,ACC_00299,EMEA,SMB,pro,monthly,4,3,326.54,40.24,0.0,7.12,31.6,0.2204,0
2025-01-01,ACC_00300,NorthAmerica,MidMarket,error,annual,37,31,1369.4,309.0,1.0,51.48,33.5,0.1887,0
2025-02-01,ACC_00300,NorthAmerica,MidMarket,error,annual,36,16,1323.87,249.67,1.0,9.03,29.3,0.0434,0
2025-03-01,ACC_00300,NorthAmerica,MidMarket,growth,annual,34,22,1404.49,261.64,1.0,3.84,57.4,0.0602,0
2025-04-01,ACC_00300,NorthAmerica,MidMarket,growth,annual,32,24,1352.05,284.11,1.0,13.84,64.5,0.01,0
2025-05-01,ACC_00300,NorthAmerica,MidMarket,growth,annual,35,16,1316.55,357.92,1.0,20.26,68.3,0.01,0
2025-06-01,ACC_00300,NorthAmerica,MidMarket,growth,annual,35,27,1484.14,282.04,0.0,4.41,61.9,0.0174,0
2025-01-01,ACC_00301,LATAM,Enterprise,starter,monthly,75,55,1142.85,820.8,4.0,21.87,49.4,0.4759,0
2025-02-01,ACC_00301,LATAM,Enterprise,starter,monthly,77,40,1359.39,520.81,,6.91,44.6,0.3255,0
2025-03-01,ACC_00301,LATAM,Enterprise,starter,monthly,70,33,1388.94,101.82,4.0,7.97,38.4,0.4445,0
2025-04-01,ACC_00301,LATAM,Enterprise,starter,monthly,77,60,1505.98,1295.2,4.0,12.06,24.6,0.3615,1
2025-05-01,ACC_00301,LATAM,Enterprise,starter,monthly,71,55,1315.81,572.11,0.0,3.47,,0.3562,0
2025-06-01,ACC_00301,LATAM,Enterprise,starter,monthly,75,51,1270.85,1033.29,5.0,71.37,2.1,0.5451,0
2025-01-01,ACC_00302,NorthAmerica,MidMarket,starter,monthly,19,14,360.73,177.03,0.0,22.31,,0.4115,0
2025-02-01,ACC_00302,NorthAmerica,MidMarket,starter,monthly,21,16,400.3,,3.0,62.74,23.2,0.5081,1
2025-03-01,ACC_00302,NorthAmerica,MidMarket,starter,monthly,15,13,284.33,203.1,2.0,7.29,70.1,0.2706,0
2025-04-01,ACC_00302,NorthAmerica,MidMarket,starter,monthly,20,17,312.98,206.98,0.0,3.69,26.3,0.358,1
2025-05-01,ACC_00302,NorthAmerica,MidMarket,starter,monthly,18,9,318.34,101.61,3.0,7.23,,0.3412,0
2025-06-01,ACC_00302,NorthAmerica,MidMarket,starter,monthly,18,10,340.28,51.07,0.0,28.95,15.2,0.4495,0
2025-01-01,ACC_00303,EMEA,SMB,enterprise,monthly,5,4,756.75,,4.0,22.89,51.1,0.3279,0
2025-02-01,ACC_00303,EMEA,SMB,enterprise,monthly,6,5,920.4,26.14,1.0,5.98,55.4,0.2261,0
2025-03-01,ACC_00303,EMEA,SMB,enterprise,monthly,7,2,1088.39,32.33,1.0,24.98,61.2,0.2477,0
2025-04-01,ACC_00303,EMEA,SMB,enterprise,monthly,10,6,1344.23,76.02,2.0,33.57,,0.3373,0
2025-05-01,ACC_00303,EMEA,SMB,enterprise,monthly,10,4,1237.9,64.34,0.0,44.75,43.8,0.3045,0
2025-06-01,ACC_00303,EMEA,SMB,enterprise,monthly,8,6,1166.99,91.05,0.0,22.69,8.3,0.3369,0
2025-01-01,ACC_00304,EMEA,SMB,growth,annual,5,5,197.51,85.37,0.0,14.86,26.0,0.0311,0
2025-02-01,ACC_00304,EMEA,SMB,growth,annual,7,5,284.0,87.77,1.0,17.38,70.4,0.0645,0
2025-03-01,ACC_00304,EMEA,SMB,growth,annual,9,5,409.52,129.65,2.0,21.74,,0.1243,0
2025-04-01,ACC_00304,EMEA,SMB,growth,annual,4,2,155.39,1.56,3.0,4.57,42.7,0.0927,0
2025-05-01,ACC_00304,EMEA,SMB,growth,annual,8,5,317.88,83.57,0.0,6.69,,0.01,0
2025-06-01,ACC_00304,EMEA,SMB,growth,annual,9,4,349.24,66.33,1.0,51.27,46.7,0.1083,0
2025-01-01,ACC_00305,EMEA,MidMarket,pro,monthly,20,16,1575.71,389.64,0.0,1.55,65.9,0.2028,0
2025-02-01,ACC_00305,EMEA,MidMarket,pro,monthly,20,13,1628.04,124.92,2.0,19.5,39.8,0.3193,0
2025-03-01,ACC_00305,EMEA,MidMarket,pro,monthly,20,12,1732.15,108.52,2.0,22.8,42.4,0.3308,0
2025-04-01,ACC_00305,EMEA,MidMarket,pro,monthly,21,18,1806.17,140.16,2.0,8.55,43.3,0.2822,0
2025-05-01,ACC_00305,EMEA,MidMarket,pro,monthly,20,11,1911.16,183.53,1.0,9.69,32.1,0.2407,0
2025-06-01,ACC_00305,EMEA,MidMarket,pro,monthly,22,13,1693.13,,1.0,10.82,18.7,0.3189,0
2025-01-01,ACC_00306,NorthAmerica,MidMarket,pro,monthly,34,24,3031.89,398.49,1.0,28.28,25.0,0.3278,0
2025-02-01,ACC_00306,NorthAmerica,MidMarket,pro,monthly,32,23,2589.36,420.33,2.0,25.41,36.5,0.2063,0
2025-03-01,ACC_00306,NorthAmerica,MidMarket,pro,monthly,35,21,2738.69,146.21,0.0,20.84,,0.2654,0
2025-04-01,ACC_00306,NorthAmerica,MidMarket,pro,monthly,34,20,2674.77,277.76,2.0,12.47,41.3,0.3055,0
2025-05-01,ACC_00306,NorthAmerica,MidMarket,pro,monthly,33,28,2648.94,406.73,5.0,13.42,,0.3339,0
2025-06-01,ACC_00306,NorthAmerica,MidMarket,pro,monthly,35,23,3837.72,281.88,2.0,8.48,32.3,0.2877,0
2025-01-01,ACC_00307,LATAM,Enterprise,enterprise,annual,83,43,10762.33,165.26,1.0,22.77,73.4,0.0227,0
2025-02-01,ACC_00307,LATAM,Enterprise,enterprise,annual,90,77,13253.42,1778.16,3.0,18.35,,0.1078,0
2025-03-01,ACC_00307,LATAM,Enterprise,enterprise,annual,95,39,14560.06,,2.0,4.16,63.4,0.01,0
2025-04-01,ACC_00307,LATAM,Enterprise,enterprise,annual,91,56,12355.92,1190.41,1.0,7.07,65.7,0.0309,0
2025-05-01,ACC_00307,LATAM,Enterprise,enterprise,annual,93,31,13791.95,367.76,1.0,13.82,47.5,0.0712,0
2025-06-01,ACC_00307,LATAM,Enterprise,enterprise,annual,87,61,11938.52,,2.0,5.78,57.5,0.0795,0
2025-01-01,ACC_00308,EMEA,Enterprise,starter,annual,46,26,698.0,358.24,1.0,22.82,36.5,0.1674,0
2025-02-01,ACC_00308,EMEA,Enterprise,starter,annual,47,31,724.32,38.75,2.0,4.49,67.3,0.1336,0
2025-03-01,ACC_00308,EMEA,Enterprise,starter,annual,44,24,743.03,240.6,3.0,24.62,32.3,0.2747,1
2025-04-01,ACC_00308,EMEA,Enterprise,starter,annual,44,26,820.74,268.7,2.0,25.46,29.6,0.1702,0
2025-05-01,ACC_00308,EMEA,Enterprise,starter,annual,44,28,798.67,594.14,0.0,8.52,45.1,0.1085,0
2025-06-01,ACC_00308,EMEA,Enterprise,starter,annual,44,34,750.0,453.38,1.0,13.75,39.9,0.1422,0
2025-01-01,ACC_00309,APAC,MidMarket,starter,monthly,36,20,556.03,428.95,1.0,36.41,15.9,0.4783,0
2025-02-01,ACC_00309,APAC,MidMarket,starter,monthly,34,13,639.06,178.76,3.0,24.67,,0.4838,0
2025-03-01,ACC_00309,APAC,MidMarket,starter,monthly,37,27,686.0,249.14,3.0,10.78,24.6,0.3921,0
2025-04-01,ACC_00309,APAC,MidMarket,starter,monthly,38,19,582.93,,2.0,9.82,11.4,0.3766,0
2025-05-01,ACC_00309,APAC,MidMarket,starter,monthly,35,25,590.03,616.5,3.0,30.25,16.9,0.4961,0
2025-06-01,ACC_00309,APAC,MidMarket,starter,monthly,36,23,652.35,397.28,2.0,18.22,25.3,0.3553,0
2025-01-01,ACC_00310,APAC,Enterprise,growth,monthly,121,81,5521.52,1820.34,0.0,18.28,0.9,0.2451,0
2025-02-01,ACC_00310,APAC,Enterprise,growth,monthly,134,59,6580.23,1325.57,5.0,17.08,,0.3398,0
2025-03-01,ACC_00310,APAC,Enterprise,growth,monthly,138,97,6407.18,639.52,4.0,65.81,25.5,0.4454,1
2025-04-01,ACC_00310,APAC,Enterprise,growth,monthly,124,67,5593.63,1158.78,3.0,11.03,26.6,0.3651,0
2025-05-01,ACC_00310,APAC,Enterprise,growth,monthly,120,60,4929.22,764.71,3.0,4.62,15.8,0.3464,0
2025-06-01,ACC_00310,APAC,Enterprise,growth,monthly,119,61,5586.91,1621.44,3.0,12.57,,0.2973,0
2025-01-01,ACC_00311,EMEA,MidMarket,enterprise,annual,45,25,6401.09,364.42,0.0,6.95,40.8,0.0679,0
2025-02-01,ACC_00311,EMEA,MidMarket,enterprise,annual,46,29,6431.6,332.61,1.0,24.69,,0.0274,1
2025-03-01,ACC_00311,EMEA,MidMarket,enterprise,annual,48,32,7267.79,295.48,0.0,7.78,,0.01,0
2025-04-01,ACC_00311,EMEA,MidMarket,enterprise,annual,48,18,6690.43,285.96,1.0,2.88,57.6,0.0826,0
2025-05-01,ACC_00311,EMEA,MidMarket,enterprise,annual,46,37,5841.13,456.75,,26.06,12.2,0.1426,0
2025-06-01,ACC_00311,EMEA,MidMarket,enterprise,annual,50,32,6945.91,156.71,3.0,5.94,67.4,0.0234,0
2025-01-01,ACC_00312,APAC,Enterprise,enterprise,monthly,114,40,17135.76,,5.0,13.62,57.9,0.3092,0
2025-02-01,ACC_00312,APAC,Enterprise,enterprise,monthly,118,70,16336.06,1428.98,6.0,16.94,32.3,0.3548,0
2025-03-01,ACC_00312,APAC,Enterprise,enterprise,monthly,126,74,19972.31,1393.96,3.0,8.38,66.2,0.263,0
2025-04-01,ACC_00312,APAC,Enterprise,enterprise,monthly,118,91,17735.5,1457.68,3.0,7.02,38.2,0.319,0
2025-05-01,ACC_00312,APAC,Enterprise,enterprise,monthly,122,74,17723.69,1226.79,0.0,16.68,43.9,0.2743,0
2025-06-01,ACC_00312,APAC,Enterprise,enterprise,monthly,108,53,14720.05,594.49,3.0,12.59,64.1,0.2812,0
2025-01-01,ACC_00313,NorthAmerica,MidMarket,growth,annual,29,22,1093.1,259.72,1.0,3.96,33.1,0.0319,0
2025-02-01,ACC_00313,NorthAmerica,MidMarket,growth,annual,30,12,1212.99,208.04,0.0,8.32,58.4,0.0406,0
2025-03-01,ACC_00313,NorthAmerica,MidMarket,growth,annual,29,17,1296.73,225.47,0.0,43.17,74.9,0.0771,0
2025-04-01,ACC_00313,unknown,MidMarket,growth,annual,27,17,1037.02,197.45,,5.65,26.0,0.1199,0
2025-05-01,ACC_00313,NorthAmerica,MidMarket,growth,annual,31,13,1388.79,94.8,3.0,23.08,11.9,0.1219,0
2025-06-01,ACC_00313,NorthAmerica,MidMarket,growth,annual,25,15,1120.5,188.64,1.0,2.41,57.9,0.01,0
2025-01-01,ACC_00314,NorthAmerica,SMB,growth,monthly,7,3,301.53,43.61,1.0,11.8,37.4,0.2381,0
2025-02-01,ACC_00314,NorthAmerica,SMB,growth,monthly,6,6,210.11,90.65,3.0,15.47,24.7,0.297,0
2025-03-01,ACC_00314,NorthAmerica,SMB,growth,monthly,3,2,129.31,67.77,1.0,15.88,24.8,0.3918,0
2025-04-01,ACC_00314,NorthAmerica,SMB,growth,monthly,7,6,326.33,139.53,3.0,9.29,47.9,0.2837,0
2025-05-01,ACC_00314,NorthAmerica,SMB,growth,monthly,6,2,266.15,47.43,1.0,68.87,,0.4116,0
2025-06-01,ACC_00314,NorthAmerica,SMB,growth,monthly,7,3,284.08,,3.0,11.89,13.0,0.2967,0
2025-01-01,ACC_00315,NorthAmerica,SMB,starter,annual,5,1,83.16,4.35,1.0,18.78,59.2,0.1135,0
2025-02-01,ACC_00315,NorthAmerica,SMB,starter,annual,6,3,112.17,46.55,4.0,17.71,22.3,0.2271,0
2025-03-01,ACC_00315,NorthAmerica,SMB,starter,annual,3,2,57.76,41.7,1.0,6.52,40.1,0.163,0
2025-04-01,ACC_00315,NorthAmerica,SMB,starter,annual,5,2,82.91,32.67,4.0,8.22,48.7,0.1649,0
2025-05-01,ACC_00315,NorthAmerica,SMB,starter,annual,7,5,133.4,81.13,1.0,6.96,79.0,0.01,0
2025-06-01,ACC_00315,NorthAmerica,SMB,starter,annual,7,5,126.68,94.7,3.0,6.96,48.7,0.1956,1
2025-01-01,ACC_00316,NorthAmerica,Enterprise,growth,annual,79,65,3402.8,,2.0,11.82,74.0,0.0287,0
2025-02-01,ACC_00316,NorthAmerica,Enterprise,growth,annual,69,35,2900.38,318.27,1.0,44.09,46.3,0.0975,0
2025-03-01,ACC_00316,NorthAmerica,Enterprise,growth,annual,75,52,3420.47,998.01,1.0,3.7,63.5,0.01,0
2025-04-01,ACC_00316,NorthAmerica,Enterprise,growth,annual,71,47,2896.42,541.02,1.0,12.25,,0.0504,0
2025-05-01,ACC_00316,NorthAmerica,Enterprise,growth,annual,75,25,3315.65,366.62,0.0,4.69,36.5,0.0129,1
2025-06-01,ACC_00316,NorthAmerica,Enterprise,growth,annual,73,49,2745.54,1052.84,2.0,27.28,37.1,0.0881,1
2025-01-01,ACC_00317,EMEA,Enterprise,pro,annual,79,50,6939.65,1017.59,1.0,11.47,61.0,0.0686,0
2025-02-01,ACC_00317,EMEA,Enterprise,pro,annual,89,60,7844.87,1046.69,1.0,6.53,52.6,0.0642,0
2025-03-01,ACC_00317,EMEA,Enterprise,pro,annual,89,30,7364.9,451.16,0.0,16.46,54.2,0.01,0
2025-04-01,ACC_00317,EMEA,Enterprise,pro,annual,90,68,7573.77,1260.89,1.0,1.92,59.3,0.022,0
2025-05-01,ACC_00317,EMEA,Enterprise,pro,annual,85,55,7930.59,503.68,1.0,23.87,46.7,0.0274,0
2025-06-01,ACC_00317,unknown,Enterprise,pro,annual,80,56,6263.33,639.95,0.0,1.39,,0.01,0
2025-01-01,ACC_00318,APAC,SMB,starter,monthly,6,5,108.11,47.81,0.0,42.48,42.5,0.3214,0
2025-02-01,ACC_00318,APAC,SMB,starter,monthly,8,5,141.51,60.81,4.0,12.7,42.9,0.4216,0
2025-03-01,ACC_00318,APAC,SMB,starter,monthly,12,10,225.33,143.48,2.0,7.53,65.3,0.3769,0
2025-04-01,ACC_00318,APAC,SMB,starter,monthly,8,3,141.1,57.99,1.0,11.06,5.4,0.4057,0
2025-05-01,ACC_00318,APAC,SMB,starter,monthly,6,2,138.41,5.26,0.0,0.86,,0.2601,0
2025-06-01,ACC_00318,APAC,SMB,starter,monthly,8,6,137.55,91.01,3.0,32.41,33.3,0.3983,0
2025-01-01,ACC_00319,EMEA,MidMarket,enterprise,monthly,17,9,2776.9,3.95,0.0,3.42,50.3,0.2322,0
2025-02-01,ACC_00319,EMEA,MidMarket,enterprise,monthly,20,15,3198.65,311.03,0.0,5.56,42.5,0.2284,0
2025-03-01,ACC_00319,EMEA,MidMarket,enterprise,monthly,19,8,2819.41,,1.0,11.56,74.9,0.2374,0
2025-04-01,ACC_00319,EMEA,MidMarket,enterprise,monthly,23,17,3620.25,223.27,0.0,21.79,,0.2436,0
2025-05-01,ACC_00319,EMEA,MidMarket,enterprise,monthly,22,21,3166.49,240.71,1.0,17.73,15.4,0.3569,0
2025-06-01,ACC_00319,EMEA,MidMarket,enterprise,monthly,21,14,2927.85,234.46,,44.42,33.9,0.4328,0
2025-01-01,ACC_00320,EMEA,SMB,growth,annual,6,4,193.89,44.65,2.0,5.79,,0.01,0
2025-02-01,ACC_00320,EMEA,SMB,growth,annual,5,4,183.8,41.69,,9.96,28.6,0.089,0
2025-03-01,ACC_00320,EMEA,SMB,growth,annual,2,1,89.49,,0.0,2.6,69.6,0.01,0
2025-04-01,ACC_00320,EMEA,SMB,growth,annual,4,3,167.86,14.22,1.0,2.88,41.4,0.01,0
2025-05-01,ACC_00320,EMEA,SMB,growth,annual,6,2,272.46,,1.0,1.95,58.8,0.0316,0
2025-06-01,ACC_00320,EMEA,SMB,growth,annual,5,5,221.22,68.52,3.0,29.31,38.2,0.13,0
2025-01-01,ACC_00321,EMEA,MidMarket,growth,annual,20,15,845.81,206.88,1.0,7.56,,0.014,0
2025-02-01,ACC_00321,EMEA,MidMarket,growth,annual,18,6,786.35,50.66,0.0,11.54,43.1,0.0703,0
2025-03-01,ACC_00321,EMEA,MidMarket,error,annual,22,11,1035.41,164.22,0.0,9.38,,0.0398,0
2025-04-01,ACC_00321,EMEA,MidMarket,growth,annual,20,14,737.83,165.08,1.0,20.9,,0.1234,0
2025-05-01,ACC_00321,EMEA,MidMarket,growth,annual,23,10,1093.23,249.05,1.0,26.55,,0.0917,0
2025-06-01,ACC_00321,unknown,MidMarket,growth,annual,18,16,672.7,349.68,0.0,12.13,36.0,0.0392,0
2025-01-01,ACC_00322,LATAM,SMB,pro,annual,8,7,706.65,41.09,2.0,13.04,33.9,0.0914,0
2025-02-01,ACC_00322,LATAM,SMB,pro,annual,8,7,633.34,151.32,1.0,17.05,70.7,0.0399,0
2025-03-01,ACC_00322,LATAM,SMB,pro,annual,12,8,1037.57,92.94,3.0,20.75,36.0,0.166,0
2025-04-01,ACC_00322,LATAM,SMB,pro,annual,11,3,920.8,49.96,0.0,0.87,79.4,0.01,0
2025-05-01,ACC_00322,LATAM,SMB,pro,annual,8,4,605.24,53.86,0.0,41.01,34.0,0.1851,0
2025-06-01,ACC_00322,LATAM,SMB,pro,annual,10,8,753.32,154.23,2.0,10.72,35.1,0.0407,0
2025-01-01,ACC_00323,APAC,Enterprise,starter,annual,35,22,673.65,475.47,2.0,13.55,63.8,0.1644,0
2025-02-01,ACC_00323,APAC,Enterprise,starter,annual,37,21,656.99,287.37,2.0,15.44,,0.2846,0
2025-03-01,ACC_00323,APAC,Enterprise,starter,annual,34,15,673.13,138.15,3.0,30.76,46.2,0.1935,0
2025-04-01,ACC_00323,APAC,Enterprise,starter,annual,33,23,560.32,449.27,3.0,24.11,40.1,0.2311,0
2025-05-01,ACC_00323,APAC,Enterprise,starter,annual,35,30,630.34,277.69,2.0,13.74,50.7,0.2037,0
2025-06-01,ACC_00323,APAC,Enterprise,starter,annual,35,18,670.93,286.85,2.0,3.74,72.3,0.0829,0
2025-01-01,ACC_00324,APAC,SMB,starter,monthly,9,9,155.78,139.76,2.0,46.43,,0.469,0
2025-02-01,ACC_00324,APAC,SMB,starter,monthly,12,11,242.06,192.2,4.0,12.37,39.8,0.35,0
2025-03-01,ACC_00324,APAC,SMB,starter,monthly,10,7,224.22,155.19,4.0,4.57,20.4,0.4146,0
2025-04-01,ACC_00324,APAC,SMB,starter,monthly,11,10,191.49,36.21,1.0,13.86,-5.7,0.423,0
2025-05-01,ACC_00324,APAC,SMB,starter,monthly,10,7,213.48,130.99,2.0,16.73,,0.4211,0
2025-06-01,ACC_00324,APAC,SMB,starter,monthly,12,10,203.5,56.4,1.0,19.43,8.6,0.3661,0
2025-01-01,ACC_00325,LATAM,Enterprise,starter,annual,91,54,1641.8,817.31,3.0,22.67,43.1,0.2071,0
2025-02-01,ACC_00325,LATAM,Enterprise,starter,annual,101,92,1839.19,1434.14,1.0,4.51,,0.1619,0
2025-03-01,ACC_00325,LATAM,Enterprise,starter,annual,100,71,1935.35,671.23,2.0,49.63,59.9,0.2676,0
2025-04-01,ACC_00325,LATAM,Enterprise,starter,annual,92,80,1296.69,827.61,0.0,29.02,28.2,0.2835,0
2025-05-01,ACC_00325,LATAM,Enterprise,starter,annual,90,51,1672.55,500.58,2.0,13.82,46.9,0.2004,0
2025-06-01,ACC_00325,LATAM,Enterprise,starter,annual,89,57,1556.5,1030.05,0.0,7.18,49.1,0.1123,0
2025-01-01,ACC_00326,APAC,SMB,pro,annual,9,1,697.79,0.0,1.0,1.49,77.8,0.0208,0
2025-02-01,ACC_00326,APAC,SMB,pro,annual,6,4,511.17,62.31,1.0,48.26,59.6,0.0611,0
2025-03-01,ACC_00326,APAC,SMB,pro,annual,8,4,638.26,56.49,1.0,10.47,56.7,0.01,0
2025-04-01,ACC_00326,APAC,SMB,pro,annual,10,7,854.01,82.82,1.0,30.84,58.6,0.1204,0
2025-05-01,ACC_00326,APAC,SMB,pro,annual,5,4,453.98,101.91,0.0,12.12,57.4,0.0167,0
2025-06-01,ACC_00326,unknown,SMB,pro,annual,11,8,923.73,162.99,0.0,2.68,46.2,0.01,0
2025-01-01,ACC_00327,NorthAmerica,SMB,pro,annual,6,5,541.16,14.47,4.0,9.99,55.5,0.0962,0
2025-02-01,ACC_00327,NorthAmerica,SMB,pro,annual,5,5,413.05,57.64,1.0,16.74,46.0,0.0249,0
2025-03-01,ACC_00327,NorthAmerica,SMB,pro,annual,5,3,470.4,77.89,1.0,18.93,48.8,0.0734,0
2025-04-01,ACC_00327,NorthAmerica,SMB,pro,annual,6,6,493.29,56.29,2.0,16.31,60.8,0.01,0
2025-05-01,ACC_00327,NorthAmerica,SMB,pro,annual,7,2,631.09,32.29,0.0,7.86,39.8,0.0156,0
2025-06-01,ACC_00327,NorthAmerica,SMB,pro,annual,5,5,462.94,111.99,1.0,30.45,44.9,0.0387,0
2025-01-01,ACC_00328,APAC,Enterprise,pro,annual,103,64,9117.2,1302.81,2.0,5.53,46.2,0.0175,0
2025-02-01,ACC_00328,APAC,Enterprise,pro,annual,91,68,7632.58,335.44,1.0,8.88,63.8,0.0268,0
2025-03-01,ACC_00328,APAC,Enterprise,pro,annual,105,85,8956.38,1220.53,4.0,16.35,56.1,0.1239,0
2025-04-01,ACC_00328,unknown,Enterprise,pro,annual,94,70,8151.34,992.15,0.0,4.36,68.3,0.01,0
2025-05-01,ACC_00328,APAC,Enterprise,pro,annual,108,94,9872.72,2040.4,3.0,11.01,41.0,0.1241,0
2025-06-01,ACC_00328,APAC,Enterprise,pro,annual,95,58,7709.83,1027.66,1.0,12.88,30.1,0.0515,0
2025-01-01,ACC_00329,EMEA,Enterprise,growth,annual,232,145,10091.62,2587.85,3.0,11.57,41.0,0.1114,0
2025-02-01,ACC_00329,EMEA,Enterprise,growth,annual,244,168,10775.12,2771.69,1.0,4.78,21.0,0.1016,0
2025-03-01,ACC_00329,EMEA,Enterprise,growth,annual,221,144,8970.59,2933.9,3.0,23.82,,0.0826,0
2025-04-01,ACC_00329,EMEA,Enterprise,growth,annual,254,221,9699.72,2522.04,4.0,29.85,53.4,0.1246,0
2025-05-01,ACC_00329,EMEA,Enterprise,growth,annual,235,176,9519.1,3850.74,2.0,39.61,,0.1328,0
2025-06-01,ACC_00329,EMEA,Enterprise,growth,annual,230,165,8972.56,1671.12,3.0,5.27,70.7,0.1035,0
2025-01-01,ACC_00330,LATAM,SMB,growth,monthly,9,5,405.71,67.79,2.0,5.26,,0.2933,0
2025-02-01,ACC_00330,LATAM,SMB,growth,monthly,6,4,238.39,138.59,2.0,7.87,34.2,0.2766,0
2025-03-01,ACC_00330,LATAM,SMB,growth,monthly,9,7,362.76,39.4,3.0,10.18,24.6,0.3766,0
2025-04-01,ACC_00330,LATAM,SMB,growth,monthly,4,4,155.0,74.31,5.0,46.55,22.5,0.3925,0
2025-05-01,ACC_00330,LATAM,SMB,growth,monthly,7,3,291.32,33.91,1.0,19.48,12.0,0.3087,0
2025-06-01,ACC_00330,LATAM,SMB,growth,monthly,4,2,158.55,31.39,1.0,23.36,49.7,0.2926,0
2025-01-01,ACC_00331,LATAM,MidMarket,starter,monthly,16,8,278.14,140.26,3.0,22.49,,0.5106,0
2025-02-01,ACC_00331,LATAM,MidMarket,starter,monthly,15,11,227.91,104.12,2.0,7.58,25.0,0.3932,0
2025-03-01,ACC_00331,LATAM,MidMarket,starter,monthly,15,10,260.3,52.99,2.0,8.43,13.2,0.4993,0
2025-04-01,ACC_00331,LATAM,MidMarket,error,monthly,17,8,296.02,124.97,1.0,10.49,18.3,0.3968,1
2025-05-01,ACC_00331,LATAM,MidMarket,starter,monthly,16,11,287.41,150.7,8.0,17.23,-15.0,0.5883,0
2025-06-01,ACC_00331,LATAM,MidMarket,starter,monthly,16,11,302.08,195.89,0.0,9.21,19.9,0.4265,0
2025-01-01,ACC_00332,NorthAmerica,SMB,growth,annual,7,3,305.49,16.6,0.0,9.23,61.6,0.01,0
2025-02-01,ACC_00332,NorthAmerica,SMB,growth,annual,6,3,232.21,68.88,0.0,9.24,,0.01,0
2025-03-01,ACC_00332,NorthAmerica,SMB,growth,annual,3,2,126.26,18.09,1.0,41.61,69.7,0.0219,0
2025-04-01,ACC_00332,NorthAmerica,SMB,growth,annual,7,3,280.67,,0.0,16.09,76.3,0.01,0
2025-05-01,ACC_00332,NorthAmerica,SMB,growth,annual,6,4,196.8,83.13,2.0,36.14,,0.0646,0
2025-06-01,ACC_00332,NorthAmerica,SMB,growth,annual,7,3,266.48,,1.0,7.05,38.5,0.0593,0
2025-01-01,ACC_00333,APAC,SMB,pro,annual,12,8,847.58,189.97,,21.73,43.7,0.101,0
2025-02-01,ACC_00333,APAC,SMB,pro,annual,9,6,713.1,56.06,1.0,16.56,40.5,0.1125,0
2025-03-01,ACC_00333,APAC,SMB,pro,annual,11,9,1082.73,166.21,,4.7,48.3,0.01,0
2025-04-01,ACC_00333,APAC,SMB,pro,annual,9,5,635.0,53.01,0.0,15.6,36.8,0.0716,0
2025-05-01,ACC_00333,APAC,SMB,pro,annual,9,6,752.84,126.24,0.0,5.73,57.6,0.01,0
2025-06-01,ACC_00333,APAC,SMB,pro,annual,5,5,462.73,39.85,1.0,3.54,59.8,0.0512,0
2025-01-01,ACC_00334,NorthAmerica,SMB,growth,monthly,17,10,704.04,218.31,4.0,25.08,18.6,0.3537,0
2025-02-01,ACC_00334,NorthAmerica,SMB,growth,monthly,12,9,458.22,194.51,1.0,4.89,20.9,0.2293,0
2025-03-01,ACC_00334,NorthAmerica,SMB,growth,monthly,14,9,550.83,38.65,2.0,15.75,34.2,0.3445,1
2025-04-01,ACC_00334,NorthAmerica,SMB,growth,monthly,14,9,639.56,98.71,1.0,9.2,12.6,0.3116,0
2025-05-01,ACC_00334,NorthAmerica,SMB,growth,monthly,15,10,630.82,,1.0,38.21,47.4,0.1958,0
2025-06-01,ACC_00334,NorthAmerica,SMB,error,monthly,16,10,794.34,231.89,0.0,12.37,,0.2565,0
2025-01-01,ACC_00335,LATAM,SMB,enterprise,annual,8,5,1202.61,58.06,0.0,28.37,41.1,0.0945,0
2025-02-01,ACC_00335,LATAM,SMB,enterprise,annual,11,6,1553.29,139.32,,3.13,71.3,0.0314,0
2025-03-01,ACC_00335,LATAM,SMB,enterprise,annual,11,6,1599.48,11.93,0.0,10.51,79.0,0.01,0
2025-04-01,ACC_00335,LATAM,SMB,error,annual,8,6,1215.52,110.76,1.0,16.62,,0.0452,0
2025-05-01,ACC_00335,LATAM,SMB,enterprise,annual,7,4,1051.24,111.95,0.0,10.82,,0.0339,0
2025-06-01,ACC_00335,LATAM,SMB,enterprise,annual,10,6,1479.68,,0.0,2.43,27.6,0.068,0
2025-01-01,ACC_00336,EMEA,SMB,enterprise,monthly,6,5,1028.97,52.6,2.0,22.7,37.0,0.251,1
