event_id,event_timestamp,site_id,line_id,machine_id,machine_type,operating_mode,load_pct,ambient_temp_c,spindle_temp_c,vibration_mm_s,pressure_bar,power_kw,throughput_units,defects_per_hour,downtime_minutes,maintenance_flag,quality_grade
EVT_MCH_017_2025033107,2025-03-31 07:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,20.34,23.81,36.58,1.666,4.931,28.016,21.82,2,5.04,0,B
EVT_MCH_017_2025033108,2025-03-31 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,69.65,26.98,74.2,2.946,6.96,46.123,97.89,1,10.55,0,B
EVT_MCH_017_2025033109,2025-03-31 09:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,50.71,27.59,57.94,2.627,6.885,40.551,31.13,0,9.41,0,A
EVT_MCH_017_2025033110,2025-03-31 10:00:00,Site_B,L5,MCH_017,CNC,AUTO,83.4,22.67,68.81,3.384,6.214,59.135,108.75,1,12.98,0,B
EVT_MCH_017_2025033111,2025-03-31 11:00:00,Site_B,L5,MCH_017,CNC,MANUAL,39.61,21.89,44.04,1.9,4.861,37.461,47.02,1,10.33,0,B
EVT_MCH_017_2025033112,2025-03-31 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,62.89,21.02,57.77,2.813,6.27,51.028,79.0,0,11.2,0,A
EVT_MCH_017_2025033113,2025-03-31 13:00:00,Site_B,L5,MCH_017,CNC,AUTO,82.46,16.08,64.14,3.492,6.83,53.572,114.57,0,18.66,1,A
EVT_MCH_017_2025033114,2025-03-31 14:00:00,Site_B,L5,MCH_017,CNC,MANUAL,52.6,18.08,48.81,2.538,6.205,38.393,62.35,0,3.51,0,A
EVT_MCH_017_2025033115,2025-03-31 15:00:00,Site_B,L5,MCH_017,CNC,AUTO,73.24,14.08,53.02,3.121,6.675,54.567,113.18,2,30.91,1,B
EVT_MCH_017_2025033116,2025-03-31 16:00:00,Site_B,L5,MCH_017,CNC,AUTO,67.34,12.68,53.35,2.776,5.772,50.005,78.77,0,20.91,1,A
EVT_MCH_017_2025033117,2025-03-31 17:00:00,Site_B,L5,MCH_017,CNC,AUTO,69.43,14.13,46.41,2.957,6.504,47.191,107.79,0,8.61,0,A
EVT_MCH_017_2025033118,2025-03-31 18:00:00,Site_B,L5,MCH_017,CNC,AUTO,68.73,11.71,46.82,2.742,5.975,55.036,104.43,0,5.62,0,A
EVT_MCH_017_2025033119,2025-03-31 19:00:00,Site_B,L5,MCH_017,CNC,AUTO,70.76,10.64,53.31,2.474,6.06,,93.81,1,2.58,0,B
EVT_MCH_017_2025033120,2025-03-31 20:00:00,Site_B,L5,MCH_017,CNC,MANUAL,52.6,14.26,48.53,2.541,6.478,40.887,49.82,1,9.79,0,B
EVT_MCH_017_2025033121,2025-03-31 21:00:00,Site_B,L5,MCH_017,CNC,AUTO,77.89,12.55,57.95,2.902,6.392,52.282,130.86,1,7.66,0,B
EVT_MCH_017_2025033122,2025-03-31 22:00:00,Site_B,L5,MCH_017,CNC,MANUAL,51.86,18.88,45.67,,5.229,41.08,41.13,0,9.37,0,A
EVT_MCH_017_2025033123,2025-03-31 23:00:00,Site_B,L5,MCH_017,CNC,AUTO,84.45,19.15,64.39,3.389,5.586,57.854,115.01,1,16.67,0,B
EVT_MCH_017_2025040100,2025-04-01 00:00:00,Site_B,L5,MCH_017,CNC,AUTO,69.62,21.1,61.85,2.686,6.49,48.889,105.14,0,4.26,0,A
EVT_MCH_017_2025040101,2025-04-01 01:00:00,Site_B,L5,MCH_017,CNC,MANUAL,55.02,19.57,51.23,2.322,5.398,41.171,49.08,3,6.9,0,C
EVT_MCH_017_2025040102,2025-04-01 02:00:00,Site_B,L5,MCH_017,CNC,AUTO,50.83,23.07,47.15,2.121,6.987,42.472,63.87,2,3.92,0,B
EVT_MCH_017_2025040103,2025-04-01 03:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.91,23.79,60.39,2.719,6.635,46.717,77.79,1,6.28,0,B
EVT_MCH_017_2025040104,2025-04-01 04:00:00,Site_B,L5,MCH_017,CNC,AUTO,72.61,26.19,68.02,2.894,6.265,53.337,88.57,1,7.14,0,B
EVT_MCH_017_2025040105,2025-04-01 05:00:00,Site_B,L5,MCH_017,CNC,AUTO,58.3,25.76,61.54,2.273,5.532,46.904,99.19,2,1.76,0,B
EVT_MCH_017_2025040106,2025-04-01 06:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,31.0,21.26,42.77,1.867,6.195,33.396,0.0,1,3.48,0,B
EVT_MCH_017_2025040107,2025-04-01 07:00:00,Site_B,L5,MCH_017,CNC,AUTO,81.09,24.53,69.73,3.402,6.006,59.927,133.29,2,20.32,1,B
EVT_MCH_017_2025040108,2025-04-01 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,73.49,22.32,62.73,3.273,6.042,51.909,114.85,1,14.68,0,B
EVT_MCH_017_2025040109,2025-04-01 09:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,37.51,22.4,39.98,2.246,5.751,36.931,26.46,0,1.8,0,A
EVT_MCH_017_2025040110,2025-04-01 10:00:00,Site_B,L5,MCH_017,CNC,AUTO,66.45,19.94,55.18,2.793,6.665,50.953,99.66,0,6.34,0,A
EVT_MCH_017_2025040111,2025-04-01 11:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.77,19.0,61.36,2.76,5.998,42.653,65.32,2,12.41,0,B
EVT_MCH_017_2025040112,2025-04-01 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,76.49,16.61,56.63,3.177,6.789,49.578,111.55,0,9.96,0,A
EVT_MCH_017_2025040113,2025-04-01 13:00:00,Site_B,L5,MCH_017,CNC,AUTO,64.4,18.87,52.13,2.91,5.81,44.217,73.52,1,9.85,0,B
EVT_MCH_017_2025040114,2025-04-01 14:00:00,Site_B,L5,MCH_017,CNC,AUTO,73.13,18.03,53.59,2.649,6.413,51.08,121.21,0,10.45,0,A
EVT_MCH_017_2025040115,2025-04-01 15:00:00,Site_B,L5,MCH_017,CNC,MANUAL,42.9,15.17,43.93,1.766,5.939,33.619,42.09,1,2.3,0,B
EVT_MCH_017_2025040116,2025-04-01 16:00:00,Site_B,L5,MCH_017,CNC,MANUAL,70.67,13.45,57.36,2.654,6.057,49.839,51.24,1,10.36,0,B
EVT_MCH_017_2025040117,2025-04-01 17:00:00,Site_B,L5,MCH_017,CNC,AUTO,88.19,15.48,68.14,3.305,6.774,58.791,120.42,1,16.26,0,B
EVT_MCH_017_2025040118,2025-04-01 18:00:00,Site_B,L5,MCH_017,CNC,AUTO,79.78,12.63,51.44,2.962,5.785,51.266,106.58,3,11.29,0,C
EVT_MCH_017_2025040119,2025-04-01 19:00:00,Site_B,L5,MCH_017,CNC,AUTO,74.69,12.26,53.62,2.78,6.413,51.191,110.58,0,16.14,0,A
EVT_MCH_017_2025040120,2025-04-01 20:00:00,Site_B,L5,MCH_017,CNC,AUTO,83.05,12.95,56.7,3.203,5.924,59.85,141.87,1,14.79,0,B
EVT_MCH_017_2025040121,2025-04-01 21:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,16.22,10.42,23.95,1.592,6.815,28.01,14.47,0,3.02,0,A
EVT_MCH_017_2025040122,2025-04-01 22:00:00,Site_B,L5,MCH_017,CNC,MANUAL,65.49,15.07,53.11,2.885,6.712,49.073,53.0,0,15.55,0,A
EVT_MCH_017_2025040123,2025-04-01 23:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.07,16.7,52.42,2.396,6.772,46.229,113.91,0,2.2,0,A
EVT_MCH_017_2025040200,2025-04-02 00:00:00,Site_B,L5,MCH_017,CNC,AUTO,68.33,21.14,60.63,2.849,6.507,46.853,77.58,0,10.34,0,A
EVT_MCH_017_2025040201,2025-04-02 01:00:00,Site_B,L5,MCH_017,CNC,AUTO,69.06,23.14,61.87,2.785,6.597,49.56,104.51,0,8.46,0,A
EVT_MCH_017_2025040202,2025-04-02 02:00:00,Site_B,L5,MCH_017,CNC,MANUAL,48.22,24.31,55.0,2.613,6.315,36.725,32.21,1,3.98,0,B
EVT_MCH_017_2025040203,2025-04-02 03:00:00,Site_B,L5,MCH_017,CNC,MANUAL,50.95,23.94,53.72,2.496,5.635,36.489,46.76,1,11.81,0,B
EVT_MCH_017_2025040204,2025-04-02 04:00:00,Site_B,L5,MCH_017,CNC,AUTO,66.09,26.05,63.93,2.611,6.03,45.549,104.04,0,18.11,1,A
EVT_MCH_017_2025040205,2025-04-02 05:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.15,26.49,68.51,3.066,6.1,52.942,115.94,0,10.35,0,A
EVT_MCH_017_2025040206,2025-04-02 06:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.08,25.92,64.83,2.808,6.365,48.141,114.44,0,11.65,0,A
EVT_MCH_017_2025040207,2025-04-02 07:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.5,23.27,59.66,2.605,5.375,48.032,98.43,1,6.25,0,B
EVT_MCH_017_2025040208,2025-04-02 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,70.31,22.03,65.3,2.56,6.751,51.645,115.5,0,5.89,0,A
EVT_MCH_017_2025040209,2025-04-02 09:00:00,Site_B,L5,MCH_017,CNC,AUTO,85.89,19.62,65.47,3.201,6.99,50.954,128.04,2,16.83,0,B
EVT_MCH_017_2025040210,2025-04-02 10:00:00,Site_B,L5,MCH_017,CNC,AUTO,78.6,23.2,66.12,3.281,8.014,54.016,88.93,1,12.27,0,B
EVT_MCH_017_2025040211,2025-04-02 11:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.42,18.65,50.52,2.605,6.059,45.601,97.07,0,4.36,0,A
EVT_MCH_017_2025040212,2025-04-02 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,67.13,17.37,51.0,2.871,5.762,51.037,114.13,1,15.67,0,B
EVT_MCH_017_2025040213,2025-04-02 13:00:00,Site_B,L5,MCH_017,CNC,AUTO,79.89,18.28,60.44,2.79,6.437,52.57,122.46,0,7.02,0,A
EVT_MCH_017_2025040214,2025-04-02 14:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.07,17.84,56.77,2.568,6.497,45.48,85.71,0,5.89,0,A
EVT_MCH_017_2025040215,2025-04-02 15:00:00,Site_B,L5,MCH_017,CNC,AUTO,77.81,18.77,61.72,3.529,5.995,56.91,109.2,1,19.74,1,B
EVT_MCH_017_2025040216,2025-04-02 16:00:00,Site_B,L5,MCH_017,CNC,AUTO,74.98,15.05,54.28,3.324,6.113,49.586,114.12,0,11.3,0,A
EVT_MCH_017_2025040217,2025-04-02 17:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,29.34,14.42,30.92,2.138,6.101,31.637,30.2,0,2.02,0,A
EVT_MCH_017_2025040218,2025-04-02 18:00:00,Site_B,L5,MCH_017,CNC,AUTO,74.0,14.83,56.25,2.969,5.634,51.244,104.16,1,9.13,0,B
EVT_MCH_017_2025040219,2025-04-02 19:00:00,Site_B,L5,MCH_017,CNC,AUTO,73.41,14.86,56.34,2.879,5.397,48.049,104.39,1,9.94,0,B
EVT_MCH_017_2025040220,2025-04-02 20:00:00,Site_B,L5,MCH_017,CNC,AUTO,78.34,15.57,55.44,3.209,5.956,53.913,126.8,1,17.22,0,B
EVT_MCH_017_2025040221,2025-04-02 21:00:00,Site_B,L5,MCH_017,CNC,AUTO,64.27,15.55,55.3,2.635,6.094,46.341,112.56,1,8.42,0,B
EVT_MCH_017_2025040222,2025-04-02 22:00:00,Site_B,L5,MCH_017,CNC,AUTO,90.69,14.75,61.95,3.413,6.316,55.146,144.12,1,13.39,0,B
EVT_MCH_017_2025040223,2025-04-02 23:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.88,16.4,54.98,2.971,6.169,50.279,117.41,1,12.73,0,B
EVT_MCH_017_2025040300,2025-04-03 00:00:00,Site_B,L5,MCH_017,CNC,AUTO,76.82,17.15,57.8,2.963,5.982,53.74,103.35,2,13.66,0,B
EVT_MCH_017_2025040301,2025-04-03 01:00:00,Site_B,L5,MCH_017,CNC,AUTO,61.09,18.51,50.26,2.474,6.872,46.551,88.49,1,4.42,0,B
EVT_MCH_017_2025040302,2025-04-03 02:00:00,Site_B,L5,MCH_017,CNC,MANUAL,45.99,20.64,49.57,2.001,5.764,36.79,29.81,2,3.01,0,B
EVT_MCH_017_2025040303,2025-04-03 03:00:00,Site_B,L5,MCH_017,CNC,AUTO,83.76,24.25,69.83,3.185,5.783,54.083,126.96,2,13.22,0,B
EVT_MCH_017_2025040304,2025-04-03 04:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.15,24.99,66.53,2.696,7.004,56.297,111.52,1,10.51,0,B
EVT_MCH_017_2025040305,2025-04-03 05:00:00,Site_B,L5,MCH_017,CNC,MANUAL,47.44,25.44,54.44,1.96,5.975,35.483,39.88,1,1.8,0,B
EVT_MCH_017_2025040306,2025-04-03 06:00:00,Site_B,L5,MCH_017,CNC,MANUAL,51.89,26.28,56.14,2.351,5.888,42.714,50.22,0,10.37,0,A
EVT_MCH_017_2025040307,2025-04-03 07:00:00,Site_B,L5,MCH_017,CNC,MANUAL,58.01,25.46,55.19,1.86,5.536,43.767,57.44,1,4.4,0,B
EVT_MCH_017_2025040308,2025-04-03 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,88.31,21.32,69.44,2.945,5.304,57.788,133.41,0,7.8,0,A
EVT_MCH_017_2025040309,2025-04-03 09:00:00,Site_B,L5,MCH_017,CNC,AUTO,74.82,23.28,66.75,2.908,6.852,50.508,103.78,0,8.96,0,A
EVT_MCH_017_2025040310,2025-04-03 10:00:00,Site_B,L5,MCH_017,CNC,AUTO,80.77,23.28,65.7,3.333,6.959,61.019,116.23,2,23.87,1,B
EVT_MCH_017_2025040311,2025-04-03 11:00:00,Site_B,L5,MCH_017,CNC,AUTO,77.55,20.33,64.72,2.946,5.905,55.041,116.73,0,16.09,0,A
EVT_MCH_017_2025040312,2025-04-03 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,82.83,20.01,67.22,3.282,6.361,54.277,115.6,1,22.52,1,B
EVT_MCH_017_2025040313,2025-04-03 13:00:00,Site_B,L5,MCH_017,CNC,AUTO,76.47,15.83,57.62,3.371,7.08,54.269,97.36,1,12.2,0,B
EVT_MCH_017_2025040314,2025-04-03 14:00:00,Site_B,L5,MCH_017,CNC,MANUAL,52.21,14.23,43.08,2.087,5.957,40.949,64.12,0,2.88,0,A
EVT_MCH_017_2025040315,2025-04-03 15:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.15,13.43,45.45,2.366,5.475,48.253,89.75,2,3.2,0,B
EVT_MCH_017_2025040316,2025-04-03 16:00:00,Site_B,L5,MCH_017,CNC,AUTO,70.69,15.07,53.72,,6.368,48.273,126.29,1,10.31,0,B
EVT_MCH_017_2025040317,2025-04-03 17:00:00,Site_B,L5,MCH_017,CNC,AUTO,72.88,13.73,55.56,2.51,6.25,53.189,98.86,1,5.18,0,B
EVT_MCH_017_2025040318,2025-04-03 18:00:00,Site_B,L5,MCH_017,CNC,AUTO,68.18,12.55,47.08,2.552,6.307,,74.94,0,2.94,0,A
EVT_MCH_017_2025040319,2025-04-03 19:00:00,Site_B,L5,MCH_017,CNC,AUTO,70.16,10.73,50.42,2.913,6.061,45.975,88.53,0,17.82,0,A
EVT_MCH_017_2025040320,2025-04-03 20:00:00,Site_B,L5,MCH_017,CNC,AUTO,85.12,14.67,58.65,3.086,5.87,58.066,129.01,0,8.03,0,A
EVT_MCH_017_2025040321,2025-04-03 21:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.34,13.57,57.94,2.795,6.323,53.516,107.66,1,9.98,0,B
EVT_MCH_017_2025040322,2025-04-03 22:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,29.23,14.03,23.65,2.083,5.52,31.752,22.28,0,0.54,0,A
EVT_MCH_017_2025040323,2025-04-03 23:00:00,Site_B,L5,MCH_017,CNC,AUTO,81.68,15.9,59.83,3.104,6.249,52.117,94.71,1,10.85,0,B
EVT_MCH_017_2025040400,2025-04-04 00:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.23,21.4,62.0,2.272,6.182,48.818,95.8,1,7.87,0,B
EVT_MCH_017_2025040401,2025-04-04 01:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.94,20.9,57.11,,6.76,46.84,93.95,0,5.06,0,A
EVT_MCH_017_2025040402,2025-04-04 02:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,36.59,20.22,39.99,2.392,6.154,33.133,30.02,0,5.51,0,A
EVT_MCH_017_2025040403,2025-04-04 03:00:00,Site_B,L5,MCH_017,CNC,AUTO,78.93,22.37,65.05,3.072,6.727,,123.43,2,16.35,0,B
EVT_MCH_017_2025040404,2025-04-04 04:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.47,25.32,68.35,2.885,6.504,50.706,108.02,0,9.78,0,A
EVT_MCH_017_2025040405,2025-04-04 05:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.95,22.82,57.71,2.629,6.725,51.304,93.07,0,11.19,0,A
EVT_MCH_017_2025040406,2025-04-04 06:00:00,Site_B,L5,MCH_017,CNC,AUTO,72.61,27.18,64.14,3.105,6.166,53.969,129.39,0,14.99,0,A
EVT_MCH_017_2025040407,2025-04-04 07:00:00,Site_B,L5,MCH_017,CNC,AUTO,72.29,28.11,69.36,3.015,6.407,52.382,94.32,0,15.63,0,A
EVT_MCH_017_2025040408,2025-04-04 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,81.9,20.53,65.3,2.841,6.218,47.968,120.97,1,9.64,0,B
EVT_MCH_017_2025040409,2025-04-04 09:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.74,21.29,53.26,2.385,6.234,47.876,109.5,0,8.34,0,A
EVT_MCH_017_2025040410,2025-04-04 10:00:00,Site_B,L5,MCH_017,CNC,AUTO,76.34,21.18,65.51,2.956,7.354,53.34,117.67,2,9.33,0,B
EVT_MCH_017_2025040411,2025-04-04 11:00:00,Site_B,L5,MCH_017,CNC,AUTO,82.05,20.1,67.45,3.094,6.427,51.95,95.99,0,11.02,0,A
EVT_MCH_017_2025040412,2025-04-04 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,68.83,21.13,60.23,2.571,6.083,45.34,89.58,1,9.77,0,B
EVT_MCH_017_2025040413,2025-04-04 13:00:00,Site_B,L5,MCH_017,CNC,MANUAL,49.09,15.91,45.68,2.345,6.179,,28.17,1,3.96,0,B
EVT_MCH_017_2025040414,2025-04-04 14:00:00,Site_B,L5,MCH_017,CNC,AUTO,72.06,15.75,59.05,2.537,5.798,50.225,81.65,1,6.58,0,B
EVT_MCH_017_2025040415,2025-04-04 15:00:00,Site_B,L5,MCH_017,CNC,AUTO,60.83,14.64,49.72,2.457,7.002,42.916,74.93,2,4.44,0,B
EVT_MCH_017_2025040416,2025-04-04 16:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,26.03,15.99,31.98,1.807,5.639,20.913,33.76,0,16.34,0,A
EVT_MCH_017_2025040417,2025-04-04 17:00:00,Site_B,L5,MCH_017,CNC,AUTO,85.11,14.51,66.23,3.303,5.554,55.695,120.56,1,15.05,0,B
EVT_MCH_017_2025040418,2025-04-04 18:00:00,Site_B,L5,MCH_017,CNC,AUTO,74.48,12.04,54.3,3.105,6.028,57.336,,1,12.43,0,B
EVT_MCH_017_2025040419,2025-04-04 19:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.87,13.01,53.93,3.047,6.435,41.55,110.72,2,9.42,0,B
EVT_MCH_017_2025040420,2025-04-04 20:00:00,Site_B,L5,MCH_017,CNC,AUTO,58.3,13.86,46.55,2.352,6.583,38.596,80.07,0,3.79,0,A
EVT_MCH_017_2025040421,2025-04-04 21:00:00,Site_B,L5,MCH_017,CNC,AUTO,53.03,12.7,45.63,2.153,6.405,43.829,78.98,0,2.75,0,A
EVT_MCH_017_2025040422,2025-04-04 22:00:00,Site_B,L5,MCH_017,CNC,MANUAL,57.99,18.89,49.09,1.949,6.394,44.435,48.37,1,12.04,0,B
EVT_MCH_017_2025040423,2025-04-04 23:00:00,Site_B,L5,MCH_017,CNC,AUTO,76.61,19.9,62.88,2.877,5.637,57.835,118.67,0,7.54,0,A
EVT_MCH_017_2025040500,2025-04-05 00:00:00,Site_B,L5,MCH_017,CNC,MANUAL,36.39,18.79,39.2,1.748,6.281,28.845,55.13,2,2.05,0,B
EVT_MCH_017_2025040501,2025-04-05 01:00:00,Site_B,L5,MCH_017,CNC,AUTO,57.98,18.83,50.22,2.248,6.275,42.741,89.13,1,4.19,0,B
EVT_MCH_017_2025040502,2025-04-05 02:00:00,Site_B,L5,MCH_017,CNC,AUTO,54.46,18.26,48.3,2.541,6.161,44.789,71.04,0,5.44,0,A
EVT_MCH_017_2025040503,2025-04-05 03:00:00,Site_B,L5,MCH_017,CNC,AUTO,52.54,21.74,50.56,2.072,5.291,43.993,83.0,1,5.66,0,B
EVT_MCH_017_2025040504,2025-04-05 04:00:00,Site_B,L5,MCH_017,CNC,AUTO,69.01,24.59,61.17,2.887,6.881,53.538,92.59,3,9.75,0,C
EVT_MCH_017_2025040505,2025-04-05 05:00:00,Site_B,L5,MCH_017,CNC,CALIBRATION,33.12,20.69,43.76,1.998,6.004,43.835,29.86,0,0.19,0,A
EVT_MCH_017_2025040506,2025-04-05 06:00:00,Site_B,L5,MCH_017,CNC,AUTO,50.4,27.18,57.6,2.266,5.168,42.522,66.64,0,3.66,0,A
EVT_MCH_017_2025040507,2025-04-05 07:00:00,Site_B,L5,MCH_017,CNC,AUTO,54.43,23.0,57.94,2.658,6.23,44.915,91.9,1,11.7,0,B
EVT_MCH_017_2025040508,2025-04-05 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,55.0,26.82,58.93,2.274,5.836,43.149,99.54,0,6.91,0,A
EVT_MCH_017_2025040509,2025-04-05 09:00:00,Site_B,L5,MCH_017,CNC,AUTO,60.44,21.02,54.96,2.226,5.014,44.792,65.09,1,2.84,0,B
EVT_MCH_017_2025040510,2025-04-05 10:00:00,Site_B,L5,MCH_017,CNC,MANUAL,41.42,20.35,43.7,1.951,6.091,36.771,18.27,1,6.84,0,B
EVT_MCH_017_2025040511,2025-04-05 11:00:00,Site_B,L5,MCH_017,CNC,AUTO,52.71,20.1,52.75,2.634,6.133,42.134,64.32,0,6.4,0,A
EVT_MCH_017_2025040512,2025-04-05 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,46.97,22.14,45.9,2.074,5.46,34.86,79.95,0,1.58,0,A
EVT_MCH_017_2025040513,2025-04-05 13:00:00,Site_B,L5,MCH_017,CNC,MANUAL,32.61,15.9,33.74,1.734,5.586,28.181,23.27,1,4.43,0,B
EVT_MCH_017_2025040514,2025-04-05 14:00:00,Site_B,L5,MCH_017,CNC,AUTO,49.81,17.51,45.17,2.157,4.776,37.178,74.84,1,2.21,0,B
EVT_MCH_017_2025040515,2025-04-05 15:00:00,Site_B,L5,MCH_017,CNC,AUTO,63.5,14.29,45.42,2.592,6.409,49.22,81.02,0,3.28,0,A
EVT_MCH_017_2025040516,2025-04-05 16:00:00,Site_B,L5,MCH_017,CNC,AUTO,75.22,14.4,55.62,3.026,5.263,52.519,112.77,1,12.86,0,B
EVT_MCH_017_2025040517,2025-04-05 17:00:00,Site_B,L5,MCH_017,CNC,MANUAL,17.22,11.44,20.44,1.808,4.498,23.885,45.39,0,1.97,0,A
EVT_MCH_017_2025040518,2025-04-05 18:00:00,Site_B,L5,MCH_017,CNC,AUTO,42.77,13.51,37.12,2.133,5.046,37.371,59.73,0,4.9,0,A
EVT_MCH_017_2025040519,2025-04-05 19:00:00,Site_B,L5,MCH_017,CNC,MANUAL,16.81,14.84,28.8,1.3,4.55,23.338,20.16,0,3.21,0,A
EVT_MCH_017_2025040520,2025-04-05 20:00:00,Site_B,L5,MCH_017,CNC,AUTO,66.33,13.35,52.56,2.738,6.467,46.916,68.7,0,11.7,0,A
EVT_MCH_017_2025040521,2025-04-05 21:00:00,Site_B,L5,MCH_017,CNC,AUTO,52.15,17.19,46.61,2.446,6.327,38.537,65.87,0,2.85,0,A
EVT_MCH_017_2025040522,2025-04-05 22:00:00,Site_B,L5,MCH_017,CNC,AUTO,61.17,13.58,45.23,2.465,6.457,45.713,96.64,0,4.81,0,A
EVT_MCH_017_2025040523,2025-04-05 23:00:00,Site_B,L5,MCH_017,CNC,AUTO,65.52,19.49,53.43,2.661,6.804,46.127,104.65,0,7.92,0,A
EVT_MCH_017_2025040600,2025-04-06 00:00:00,Site_B,L5,MCH_017,CNC,AUTO,40.74,21.07,46.67,2.089,5.641,40.375,57.84,1,4.44,0,B
EVT_MCH_017_2025040601,2025-04-06 01:00:00,Site_B,L5,MCH_017,CNC,AUTO,53.66,16.79,49.31,2.45,5.765,43.513,92.4,0,5.35,0,A
EVT_MCH_017_2025040602,2025-04-06 02:00:00,Site_B,L5,MCH_017,CNC,MANUAL,41.67,21.12,46.83,1.494,6.014,36.852,41.82,0,4.25,0,A
EVT_MCH_017_2025040603,2025-04-06 03:00:00,Site_B,L5,MCH_017,CNC,AUTO,59.22,24.85,52.66,2.57,6.132,48.043,71.32,0,13.55,0,error
EVT_MCH_017_2025040604,2025-04-06 04:00:00,Site_B,L5,MCH_017,CNC,unknown,62.92,28.22,64.98,2.656,5.358,47.195,91.35,0,4.11,0,A
EVT_MCH_017_2025040605,2025-04-06 05:00:00,Site_B,L5,MCH_017,CNC,AUTO,48.9,25.83,56.62,2.14,5.002,39.886,84.45,2,9.95,0,B
EVT_MCH_017_2025040606,2025-04-06 06:00:00,Site_B,L5,MCH_017,CNC,MANUAL,38.22,27.44,44.58,2.089,4.38,32.495,40.2,1,3.66,0,B
EVT_MCH_017_2025040607,2025-04-06 07:00:00,Site_B,L5,MCH_017,CNC,AUTO,64.95,22.99,63.73,2.545,6.89,47.899,92.25,0,8.95,0,A
EVT_MCH_017_2025040608,2025-04-06 08:00:00,Site_B,L5,MCH_017,CNC,AUTO,50.66,24.03,52.83,2.154,5.906,42.511,69.81,1,1.2,0,B
EVT_MCH_017_2025040609,2025-04-06 09:00:00,Site_B,L5,MCH_017,CNC,MANUAL,35.94,24.4,41.14,1.698,5.25,32.141,34.13,0,1.47,0,A
EVT_MCH_017_2025040610,2025-04-06 10:00:00,Site_B,L5,MCH_017,CNC,AUTO,50.93,22.97,55.8,1.932,7.165,47.008,86.7,0,0.29,0,A
EVT_MCH_017_2025040611,2025-04-06 11:00:00,Site_B,L5,MCH_017,CNC,AUTO,45.7,19.23,47.92,1.904,6.235,38.791,56.17,1,5.77,0,B
EVT_MCH_017_2025040612,2025-04-06 12:00:00,Site_B,L5,MCH_017,CNC,AUTO,67.88,17.11,51.39,2.69,6.023,46.32,100.46,0,6.36,0,A
EVT_MCH_017_2025040613,2025-04-06 13:00:00,Site_B,L5,MCH_017,CNC,AUTO,49.66,17.28,40.65,2.311,5.527,46.622,88.67,2,2.23,0,B
EVT_MCH_017_2025040614,2025-04-06 14:00:00,Site_B,L5,MCH_017,CNC,AUTO,60.28,11.27,42.71,2.667,6.689,49.546,86.61,1,7.52,0,B
EVT_MCH_017_2025040615,2025-04-06 15:00:00,Site_B,L5,MCH_017,CNC,AUTO,42.21,18.24,37.8,2.147,6.044,40.19,54.22,0,7.61,0,A
EVT_MCH_017_2025040616,2025-04-06 16:00:00,Site_B,L5,MCH_017,CNC,AUTO,61.73,12.99,46.74,2.51,6.3,48.299,90.77,1,5.73,0,B
EVT_MCH_017_2025040617,2025-04-06 17:00:00,Site_B,L5,MCH_017,CNC,AUTO,48.99,13.3,36.71,2.482,6.281,37.442,,0,2.16,0,A
